date,ANZ.AX,CBA.AX,MQG.AX,NAB.AX,RIO.AX,WOW.AX
2021-02-18,20.2464122772,71.7367019653,123.6149520874,20.4080657959,103.1813812256,29.2735805511
2021-02-19,20.2921695709,70.7844467163,120.8124542236,20.0723285675,99.7500991821,29.512556076
2021-02-22,20.2082843781,70.261138916,124.9652328491,19.640663147,103.3755950928,29.2138404846
2021-02-23,20.444683075,71.4535903931,126.0013046265,19.8644886017,105.2045440674,29.1914367676
2021-02-24,20.3074207306,71.0160827637,124.7529449463,19.904460907,102.3316421509,29.4976158142
2021-02-25,20.4141807556,71.8053359985,123.4111404419,20.1043014526,104.2981719971,29.9307479858
2021-02-26,19.9566345215,69.9694519043,120.9992904663,19.6966209412,102.9305114746,29.4229412079
2021-03-01,20.2769145966,72.1570739746,123.4366149902,20.0963096619,103.3432312012,30.0875663757
2021-03-02,20.505689621,72.4830703735,124.7019805908,20.1922359467,102.922416687,30.2443904877
2021-03-03,21.0166168213,73.2637405396,125.4663009644,20.5439586639,105.0022277832,29.7365856171
2021-03-04,21.6495552063,74.1044845581,124.3537750244,21.031578064,101.5750274658,29.4146442413
2021-03-05,21.9927158356,74.1645278931,122.4599990845,21.0955257416,98.2440261841,29.5512123108
2021-03-08,21.9012069702,74.9109039307,126.0692520142,21.1275024414,101.1075210571,29.7105407715
2021-03-09,22.1909866333,75.3998947144,129.1265106201,21.3033695221,101.1910095215,29.7560577393
2021-03-10,21.7410640717,74.3961639404,127.6913070679,20.9756221771,95.5808868408,29.5132751465
2021-03-11,21.5199165344,74.1645278931,126.2390823364,20.8796958923,96.5910339355,29.4298229218
2021-03-12,21.5351676941,74.1988449097,127.0458602905,20.8637084961,97.384147644,29.6574268341
2021-03-15,21.6571788788,74.121635437,127.1647567749,20.8956832886,95.2803344727,29.8167533875
2021-03-16,21.7791919708,74.790802002,128.2857513428,20.9836139679,94.2200927734,30.1126461029
2021-03-17,21.6343040466,74.7307434082,128.540512085,20.9756221771,93.3268203735,29.8546905518
2021-03-18,21.4589099884,73.5640029907,128.6084747314,20.7917633057,92.500328064,29.399471283
2021-03-19,21.5275421143,72.6717987061,126.3664932251,20.7278175354,91.0476913452,29.5132751465
2021-03-22,21.6343040466,72.9892272949,128.1583862305,20.8796958923,90.0041503906,30.0974712372
2021-03-23,21.352148056,72.7232818604,128.2518005371,20.7358055115,89.9624099731,30.1202373505
2021-03-24,21.352148056,74.0959014893,128.6679077148,20.655872345,91.581993103,30.5982093811
2021-03-25,21.2758903503,74.2417449951,129.7379302979,20.7597904205,90.1627655029,30.6740818024
2021-03-26,21.4817905426,73.7784881592,130.2729797363,20.9196662903,92.1079559326,30.7575378418
2021-03-29,21.3445243835,73.4095916748,128.6254577637,20.8876895905,93.7191925049,30.6816673279
2021-03-30,21.4284095764,73.2637405396,127.8611297607,20.7118282318,91.4985046387,30.5375156403
2021-03-31,21.4894142151,73.8642730713,129.7888946533,20.7837734222,92.4585800171,31.0079078674
2021-04-01,21.5351676941,73.9586410522,129.1859130859,20.8637084961,93.5021286011,31.045841217
2021-04-06,21.6190509796,73.8042221069,129.2368927002,20.967628479,93.6023101807,31.1141223907
2021-04-07,21.6876831055,74.2331619263,128.8207702637,21.0555610657,94.7042999268,31.3644924164
2021-04-08,21.9164562225,74.7393264771,130.4513092041,21.2873764038,96.741317749,31.6831531525
2021-04-09,21.9164562225,74.7478942871,131.4618835449,21.3593196869,96.424079895,31.2810401917
2021-04-12,22.0155906677,74.3961639404,130.7145690918,21.4472541809,95.906463623,31.1368865967
2021-04-13,22.0384712219,74.7993774414,130.9948120117,21.4152774811,94.7794342041,31.402431488
2021-04-14,22.0308418274,75.3226928711,131.8949890137,21.3593196869,95.4473114014,31.4858818054
2021-04-15,22.0537185669,75.4170455933,134.0520629883,21.4552497864,98.2690658569,31.8728199005
2021-04-16,21.9774627686,75.4856796265,132.6932830811,21.3593196869,99.2458343506,31.8955764771
2021-04-19,22.0613422394,76.214881897,133.5680236816,21.3273448944,100.8904724121,31.8728199005
2021-04-20,21.8554496765,75.2712097168,132.4810028076,21.1834602356,100.3478240967,31.5845146179
2021-04-21,21.6724319458,75.6401062012,132.3450927734,20.9516410828,100.2559967041,31.66796875
2021-04-22,21.7944412231,76.4722518921,132.8206634521,21.0955257416,100.6233215332,32.1459465027
2021-04-23,21.8859539032,76.6867370605,134.5615997314,21.1514835358,101.1409301758,32.0473175049
2021-04-26,21.8783283234,76.3950500488,134.3832855225,21.3113613129,102.2763137817,31.7741889954
2021-04-27,22.0765972137,76.6352539062,134.9013366699,21.2713890076,103.2196731567,31.6224517822
2021-04-28,22.1909866333,77.3901824951,136.6252746582,21.5112037659,101.967414856,31.4176044464
2021-04-29,22.0689735413,77.2100372314,136.3195343018,21.3992900848,102.8690414429,30.2036933899
2021-04-30,21.9164562225,76.38646698,136.2940673828,21.3113613129,101.1409301758,29.8167533875
2021-05-03,22.1909866333,76.9526748657,136.0392913818,21.7670040131,100.2559967041,29.5891456604
2021-05-04,21.9850883484,77.5960922241,136.1157226562,21.7829933167,102.7939071655,29.7712345123
2021-05-05,21.2758903503,79.5435028076,136.8205871582,21.8789157867,103.9710388184,29.862279892
2021-05-06,21.0852470398,79.7322387695,135.0286865234,21.2314224243,104.9895324707,29.7864093781
2021-05-07,21.1615066528,80.5729675293,134.5615997314,21.4072875977,106.1165771484,29.9077949524
2021-05-10,21.419670105,81.6281738281,134.3578033447,21.6550922394,110.9836883545,30.727186203
2021-05-11,21.1771526337,81.1391677856,132.4300384521,21.43126297,109.0385131836,31.0610179901
2021-05-12,21.059803009,81.9884796143,131.0033111572,21.2154350281,108.5626449585,30.727186203
2021-05-13,21.239736557,82.3402328491,131.5128479004,21.2317905426,106.8595733643,30.5678596497
2021-05-14,21.4509601593,82.8549499512,134.4682006836,21.444437027,104.7140350342,30.7878837585
2021-05-17,21.364906311,83.8929977417,130.6507720947,21.3054008484,105.2232971191,30.6892547607
2021-05-18,21.6700077057,83.8672561646,133.7220611572,21.5671195984,107.4523162842,30.8713436127
2021-05-19,21.364906311,81.7740097046,130.1128845215,21.2808647156,103.4200439453,30.6589107513
2021-05-20,21.7951774597,84.4163208008,130.4512481689,21.6243686676,102.9024429321,30.8637561798
2021-05-21,21.9046993256,84.1160507202,131.2494506836,21.6489048004,101.9507141113,31.4707145691
2021-05-24,22.0298709869,84.725151062,129.4187927246,21.7961215973,99.7634353638,31.5617542267
2021-05-25,22.2567405701,85.4715194702,132.6722717285,21.9842281342,101.3913726807,31.7893619537
2021-05-26,22.2958545685,85.4286346436,132.4033355713,21.9351558685,99.1289520264,31.705909729
2021-05-27,22.3271484375,84.9053039551,131.6745605469,21.8451900482,100.0723266602,31.614862442
2021-05-28,22.5774879456,86.2693557739,132.2818756104,22.1559810638,102.7020797729,31.7969493866
2021-05-31,22.4601402283,85.5487365723,131.8133544922,22.0414791107,103.2948074341,31.5769329071
2021-06-01,22.1472148895,85.3256759644,130.4686279297,21.8615474701,104.0211181641,31.6831531525
2021-06-02,22.1785087585,86.0720443726,131.8654327393,21.9842281342,105.9829940796,32.0928497314
2021-06-03,22.5070819855,86.8269729614,132.2558441162,22.180513382,106.0330963135,32.5632324219
2021-06-04,22.8434753418,87.9508209229,133.6092987061,22.4994831085,104.0378112793,32.8894729614
2021-06-07,22.5461940765,87.4446563721,133.166809082,21.787940979,104.6305618286,33.0336227417
2021-06-08,22.4992599487,87.058631897,133.1060638428,21.8942623138,103.653793335,32.9653434753
2021-06-09,22.4757862091,86.7154541016,131.3622283936,21.7225112915,104.1880950928,32.3432197571
2021-06-10,22.4444961548,87.3760223389,132.3165893555,21.7715854645,104.288269043,32.5935821533
2021-06-11,22.1002788544,86.955657959,131.4923553467,21.6407241821,104.304977417,32.5556488037
2021-06-15,22.4210262299,88.7486343384,133.5051879883,21.8124771118,105.5906295776,33.0032806396
2021-06-16,22.6244258881,89.9239501953,134.4508666992,21.9678688049,104.9477996826,33.1550254822
2021-06-17,22.8669452667,90.8590621948,133.6266326904,22.0905532837,103.7122344971,32.8894729614
2021-06-18,22.6713657379,88.9545516968,133.834854126,21.9760513306,103.0777587891,32.3735542297
2021-06-21,21.9672870636,84.1246261597,130.9197387695,21.6080112457,100.2225952148,32.6390991211
2021-06-22,22.4366722107,85.9862365723,133.2275543213,21.8615474701,101.8421859741,32.8894729614
2021-06-23,22.1159248352,85.1026229858,133.0887298584,21.5671195984,102.5601501465,32.2521743774
2021-06-24,21.9359951019,84.6307830811,132.2645111084,21.3381156921,103.8207626343,33.8105812073
2021-06-25,22.1237506866,85.1540908813,134.4161376953,21.4117259979,104.5387268066,32.9418067932
2021-06-28,22.0533390045,85.6774139404,134.3901062012,21.3626499176,105.231628418,33.9001502991
2021-06-29,22.0924549103,86.2007217407,134.91065979,21.354473114,104.3550567627,34.0344924927
2021-06-30,22.0220470428,85.6774139404,135.7175445557,21.444437027,105.7241897583,34.1509246826
2021-07-01,21.9281711578,84.6736831665,134.2426147461,21.2972221375,105.1815414429,33.5956268311
2021-07-02,22.155040741,85.3514099121,136.1339874268,21.4526157379,104.9477996826,33.6672782898
2021-07-05,21.975107193,85.0854644775,136.1773834229,21.3871879578,105.2984161377,33.6762313843
2021-07-06,21.9203453064,84.6050567627,135.1709594727,21.3462944031,104.6973419189,33.291103363
2021-07-07,22.0142250061,85.5401382446,135.7435760498,21.5180454254,105.2232971191,33.9359664917
2021-07-08,21.8577613831,85.3514099121,136.3595581055,21.436258316,105.3735580444,34.5270881653
2021-07-09,21.7873573303,84.5793151855,133.7741241455,21.3299331665,104.6889953613,34.0971870422
2021-07-12,21.8812294006,85.0768890381,134.9887542725,21.444437027,106.525642395,34.0434494019
2021-07-13,21.763885498,84.4077301025,134.5722961426,21.4607944489,107.1601257324,34.2225723267
2021-07-14,21.6308917999,84.7423019409,134.4942474365,21.4771499634,107.0933303833,34.5002250671
2021-07-15,21.5057201385,84.3391113281,133.3576965332,21.2808647156,109.4809799194,34.3300514221
2021-07-16,21.4587860107,84.2361526489,134.9020080566,21.2317905426,109.0301742554,34.2494468689
2021-07-19,21.239736557,83.7986297607,133.3576965332,20.9782524109,106.7176437378,34.3300514221
2021-07-20,21.3727302551,83.738571167,132.9238891602,20.8310337067,103.8708572388,34.4823112488
2021-07-21,21.6308917999,84.4334640503,134.6243743896,21.0518627167,105.0813674927,34.86743927
2021-07-22,21.9046993256,85.6859893799,136.6198425293,21.2972221375,106.3670272827,35.0823974609
2021-07-23,21.6621818542,85.0339889526,136.8193817139,21.2972221375,106.1082305908,35.3958702087
2021-07-26,21.6465396881,85.0511550903,137.8431243896,21.2154312134,108.6211013794,35.2167434692
2021-07-27,21.8342933655,86.3980331421,136.8887786865,21.2481498718,110.5913009644,35.1898765564
2021-07-28,21.7013034821,85.1884231567,135.9344177246,21.1908988953,110.3826065063,34.9211769104
2021-07-29,21.7091236115,85.3171005249,136.3248596191,21.0763988495,112.0105438232,34.7420501709
2021-07-30,21.6778297424,85.4886627197,136.1253051758,21.2072582245,111.3844070435,34.7151794434
2021-08-02,22.0689868927,87.2130355835,136.9061126709,21.7143306732,111.2258071899,35.1629981995
2021-08-03,21.9125232697,87.0328674316,135.3965148926,21.5425815582,110.524520874,35.0913505554
2021-08-04,21.9594612122,87.7020263672,135.0061035156,21.5262241364,112.2025527954,35.3510894775
2021-08-05,22.0846328735,88.71434021,136.2727966309,21.7061538696,110.3074798584,35.6376991272
2021-08-06,22.2958545685,89.0060119629,136.8887786865,21.828836441,108.5709991455,35.8705635071
2021-08-09,22.6009559631,90.0269165039,137.7303466797,22.0169410706,107.0766372681,35.8436965942
2021-08-10,22.5931339264,91.4166870117,138.033996582,22.0578365326,106.4421615601,35.9153442383
2021-08-11,22.8669452667,92.7978973389,138.7888183594,22.2623023987,107.8113021851,36.0228233337
2021-08-12,22.9608211517,90.8333206177,141.5303955078,22.3031978607,102.3850479126,36.3900375366
2021-08-13,23.1016349792,89.2462158203,142.7016601562,22.6548786163,102.4701843262,36.5243797302
2021-08-16,22.4757862091,87.9679718018,141.6345214844,22.6712360382,100.8781280518,36.7393379211
2021-08-17,22.2332706451,86.6205444336,141.1920471191,22.4504146576,99.0732421875,36.8915977478
2021-08-18,22.2723884583,87.2942581177,141.9815368652,22.5976314545,96.7915802002,37.1692466736
2021-08-19,22.18633461,86.8130340576,143.1354217529,22.4994831085,91.2406845093,37.1692466736
2021-08-20,22.1472148895,86.8567733765,141.9121398926,22.4176959991,91.2917785645,37.6081123352
2021-08-23,22.155040741,87.644241333,142.3980255127,22.4013385773,90.8320388794,37.4737625122
2021-08-24,22.2098026276,87.4167556763,143.1528015137,22.4095172882,92.0324630737,37.0617713928
2021-08-25,22.2723884583,87.7754821777,142.6409301758,22.6385192871,94.4247894287,36.5602073669
2021-08-26,22.2567405701,88.3617095947,142.5975341797,22.515838623,93.1136932373,36.7124671936
2021-08-27,22.155040741,88.8429412842,143.6733703613,22.6058063507,93.3946380615,36.6856002808
2021-08-30,21.9046993256,87.8629684448,144.01171875,22.5240211487,96.306312561,37.1155052185
2021-08-31,21.7873573303,87.6005020142,144.6624145508,22.6794128418,95.4038467407,37.3931617737
2021-09-01,21.8890533447,88.3704528809,144.7144470215,23.1783123016,93.1307220459,36.8109855652
2021-09-02,21.8342933655,88.694190979,145.7989654541,23.3009929657,92.5007019043,36.738368988
2021-09-03,21.8029975891,89.1054077148,146.7793273926,23.4727458954,94.8164138794,36.9653129578
2021-09-06,21.9907512665,89.3854064941,147.5775604248,23.6036014557,94.237487793,36.9743919373
2021-09-07,21.9672870636,89.3679046631,148.4451293945,23.4482097626,92.5432815552,36.8019180298
2021-09-08,21.9203453064,90.0503540039,155.411895752,23.5954246521,92.0920562744,36.311706543
2021-09-09,21.5213661194,87.9767227173,152.1237182617,23.2273845673,89.818901062,36.1301422119
2021-09-10,21.5839519501,88.4491882324,151.1607055664,23.2682781219,90.431892395,36.0030593872
2021-09-13,21.6074237823,88.6329421997,151.8807830811,23.0474529266,90.2616119385,36.0121307373
2021-09-14,21.6778297424,88.8779296875,154.7004547119,23.0883483887,90.8064956665,35.6853256226
2021-09-15,21.5995998383,88.7291870117,154.4401855469,23.0147380829,89.0782165527,35.7216377258
2021-09-16,21.8029975891,89.9891204834,156.0452270508,23.0638103485,88.2609100342,35.930431366
2021-09-17,21.6700077057,90.0153656006,156.3141784668,22.8102741241,84.1147766113,35.7579536438
2021-09-20,21.2319145203,88.204208374,150.692199707,22.3604450226,81.0839157104,35.5945472717
2021-09-21,21.239736557,87.7929840088,149.165222168,22.1641597748,81.4840621948,35.7307243347
2021-09-22,21.1927986145,87.1805114746,149.7291412354,22.008764267,83.6635437012,35.630859375
2021-09-23,21.419670105,88.1954650879,153.6333007812,22.1396217346,84.1658477783,35.4583816528
2021-09-24,21.4431381226,88.9829101562,154.9520721436,22.3686237335,84.5659942627,35.6671714783
2021-09-27,21.7247714996,91.5115356445,156.8434143066,22.5567359924,85.5365524292,35.4583816528
2021-09-28,21.6074237823,90.9953231812,157.0950012207,22.483127594,82.982460022,34.7684555054
2021-09-29,21.5057201385,89.7878952026,154.4055023193,22.2786617279,82.4886703491,34.7503013611
2021-09-30,22.0220470428,91.284072876,157.9018859863,22.7611999512,85.2896575928,35.7216377258
2021-10-01,21.4666080475,87.5654907227,153.3036499023,22.3031978607,82.8207015991,35.1315765381
2021-10-04,21.9281711578,92.0102767944,154.5356292725,22.7366657257,83.0080032349,35.285900116
2021-10-05,21.7717056274,92.3077545166,154.7958984375,22.7203083038,82.6929931641,35.6762428284
2021-10-06,21.5370140076,90.4878463745,154.179901123,22.5321960449,82.1992034912,35.5037651062
2021-10-07,21.7560634613,90.4790878296,156.7393188477,22.8920574188,82.1906890869,36.0393638611
2021-10-08,21.8734111786,91.3890533447,158.144821167,23.211025238,85.4769515991,36.2663154602
2021-10-11,21.975107193,91.5990371704,157.4854431152,23.2273845673,87.0604934692,36.4932594299
2021-10-12,21.818649292,91.7740249634,158.8649291992,23.2764530182,87.3840103149,36.5204925537
2021-10-13,21.7325897217,90.3128509521,159.6370697021,23.3418884277,84.6000518799,36.3843269348
2021-10-14,21.576128006,89.1666641235,158.6566925049,23.3746013641,85.5706100464,36.1483039856
2021-10-15,21.8029975891,89.4903869629,164.4608764648,23.431848526,84.7958602905,36.4660263062
2021-10-18,22.0924549103,90.9428253174,165.2156829834,23.5463523865,86.3708877563,36.6929702759
2021-10-19,22.0220470428,90.8990707397,166.7513275146,23.431848526,83.5613861084,36.5658912659
2021-10-20,22.2098026276,91.8965301514,170.0481719971,23.5790672302,83.5017929077,36.3026275635
2021-10-21,22.0924549103,91.8265228271,171.64453125,23.6363182068,82.4035263062,35.9849014282
2021-10-22,22.0689868927,91.7652816772,172.7030029297,23.6036014557,80.9051361084,36.5749664307
2021-10-25,22.155040741,92.2727584839,173.9263153076,23.5054588318,82.1055526733,37.0288619995
2021-10-26,22.2254486084,91.9577713013,174.013092041,23.6363182068,81.6373062134,36.738368988
2021-10-27,22.2098026276,92.8327331543,172.9199066162,23.9634628296,80.1474151611,35.5491600037
2021-10-28,22.3740844727,93.4976882935,171.6358642578,24.0861434937,78.9725265503,35.1860427856
2021-10-29,22.0142250061,91.5902862549,171.6358642578,23.480922699,76.8696670532,34.5687484741
2021-11-01,22.0220470428,92.9989700317,172.3646850586,23.2682781219,77.4485931396,34.6504440308
2021-11-02,21.7795314789,92.5352401733,169.7358551025,23.0638103485,75.4819488525,35.1406517029
2021-11-03,22.2723884583,93.6201934814,172.8939056396,23.3746013641,76.3673629761,35.4402236938
2021-11-04,22.4679660797,94.9326171875,175.2016906738,23.4727458954,75.1924743652,35.4856147766
2021-11-05,22.5305500031,95.991317749,175.6181182861,23.6608505249,75.6096420288,35.975818634
2021-11-08,22.7471885681,96.358795166,176.6734161377,23.8080673218,75.8991088867,35.8578071594
2021-11-09,22.3941459656,95.2038497925,175.8819580078,23.6281394958,75.7543716431,35.6036300659
2021-11-10,22.5626430511,95.2913589478,175.8555908203,24.6586513519,74.5028762817,35.4039115906
2021-11-11,22.52252388,93.7689285278,174.5804290771,24.257894516,75.8905944824,35.5763931274
2021-11-12,22.6749744415,94.6001434326,176.9899902344,24.4296474457,78.5042800903,35.8305740356
2021-11-15,22.8434753418,94.5038833618,178.6608734131,24.5969734192,78.1892776489,36.0121307373
2021-11-16,22.8033542633,94.2151565552,178.0804901123,24.4547462463,76.4439926147,35.8578071594
2021-11-17,22.3379802704,86.6117935181,179.0742034912,24.1870231628,75.6947860718,35.8396568298
2021-11-18,22.0491275787,85.273109436,180.956161499,24.0196971893,76.2056045532,36.2390785217
2021-11-19,21.9046993256,85.5793457031,182.9172058105,23.9025688171,76.835609436,36.5114173889
2021-11-22,21.4714202881,83.8206939697,181.0792694092,23.6181144714,78.1722488403,36.7474403381
2021-11-23,21.8806285858,84.7131500244,181.4222412109,23.8189029694,80.9902572632,37.0379371643
2021-11-24,22.0731964111,85.0281219482,178.7400360107,23.8021755219,80.9391784668,37.0288619995
2021-11-25,21.8806285858,83.7944335938,177.4473114014,23.6934127808,82.2673110962,36.7656021118
2021-11-26,21.7201557159,82.9544830322,171.7311248779,23.1328678131,80.4198532104,36.593120575
2021-11-29,21.3590888977,82.0532913208,170.6142730713,22.7563838959,81.2116165161,36.4024772644
2021-11-30,21.4232788086,81.5283050537,173.0150909424,22.8400440216,79.6025466919,37.0560951233
2021-12-01,21.3751373291,82.1407699585,172.0916748047,22.9069766998,81.5266189575,36.1664581299
2021-12-02,21.4152545929,83.9081802368,174.6156005859,23.0910377502,80.1984939575,36.3026275635
2021-12-03,21.6880607605,84.5294036865,175.6181182861,23.3922214508,81.3222885132,35.9395141602
2021-12-06,21.6960849762,85.080619812,175.9171142578,23.4591560364,79.8749694824,36.8654556274
2021-12-07,22.0330810547,85.4218521118,176.2161254883,23.710144043,80.5816192627,36.9017715454
2021-12-08,22.1935539246,85.7018432617,178.5113983154,23.9527664185,82.3354263306,37.0470123291
2021-12-09,22.1534347534,85.8855895996,177.5704193115,24.0029640198,81.5606842041,36.8654556274
2021-12-10,22.0411014557,85.6580886841,177.6055908203,23.9527664185,81.5862197876,36.9108505249
2021-12-13,21.9608650208,85.7718276978,178.1684112549,23.8356380463,83.4762573242,36.8200683594
2021-12-14,22.0491275787,85.3431015015,179.5226898193,23.8105373383,83.5188140869,33.9968338013
2021-12-15,22.137386322,84.809387207,179.2237091064,23.9193019867,83.7231445312,33.9514503479
2021-12-16,22.0090103149,84.6868972778,182.5038757324,24.0531597137,83.4336776733,33.9605178833
2021-12-17,22.1694831848,86.7255401611,180.604385376,24.120092392,83.4336776733,34.1874694824
2021-12-20,21.8645801544,86.7955322266,178.0804901123,23.8691043854,83.629486084,34.5324325562
2021-12-21,21.920747757,87.1367645264,178.581741333,24.0280628204,86.3283157349,34.6776771545
2021-12-22,21.8485336304,87.3030166626,178.5201721191,23.8774719238,84.5830307007,34.4053382874
2021-12-23,21.9849357605,87.5917434692,179.5666809082,24.0196971893,84.4723434448,34.3871841431
2021-12-24,22.0330810547,88.0467147827,179.6194458008,24.1702899933,84.3701705933,34.2328605652
2021-12-29,22.3700752258,89.157913208,182.2225189209,24.4714775085,84.1147766113,34.9590911865
2021-12-30,22.3219337463,89.4816436768,182.3544006348,24.5300426483,84.7447814941,34.968170166
2021-12-31,22.0731964111,88.3704528809,180.6307678223,24.1284580231,85.2300643921,34.5051956177
2022-01-04,22.4663581848,89.6916351318,185.8544616699,24.5969734192,84.8724822998,34.9227867126
2022-01-05,22.5145015717,90.2953567505,189.715057373,24.7726688385,85.5450668335,34.3690299988
2022-01-06,22.2095985413,87.4692611694,184.0604553223,24.2372207642,86.1665649414,33.9786758423
2022-01-07,22.7873058319,89.814125061,186.1798553467,24.6137065887,88.2268753052,33.9151306152
2022-01-10,22.7632369995,90.4003601074,182.8996429443,24.5886058807,90.236076355,33.679107666
2022-01-11,22.4663581848,89.0354232788,180.2966003418,24.4631118774,90.5596008301,32.9801063538
2022-01-12,22.4904308319,88.8779296875,183.2601776123,24.4631118774,91.3258209229,32.7350006104
2022-01-13,22.7873058319,89.3504104614,183.6031494141,24.739200592,95.097366333,32.7168388367
2022-01-14,22.7792835236,88.2392120361,181.7915649414,24.5802383423,94.1608657837,31.7818164825
2022-01-17,23.0440673828,88.5104446411,182.5742645264,24.6388053894,93.6755981445,32.1812438965
2022-01-18,23.0681362152,88.1867141724,181.9147033691,24.6053409576,93.3520736694,32.0269203186
2022-01-19,22.9156856537,86.909286499,175.1696166992,24.3208847046,93.5734329224,32.1358604431
2022-01-20,22.9317321777,86.2793121338,174.202255249,24.0113315582,96.5531997681,31.8453674316
2022-01-21,22.5546169281,85.1943740845,167.650680542,23.6934127808,92.5603027344,31.545791626
2022-01-24,22.2818164825,85.2556152344,167.0702667236,23.5679168701,91.9132537842,31.7908935547
2022-01-25,21.4794445038,83.5144577026,163.2360229492,22.8818778992,91.1640625,31.2371425629
2022-01-27,21.7201557159,82.0532913208,158.1178588867,22.7982158661,93.0455856323,30.5926151276
2022-01-28,22.0411014557,83.7069473267,164.3616638184,23.1328678131,96.8511810303,31.6728820801
2022-01-31,21.2868747711,82.0182800293,161.4772186279,22.6978168488,94.9781799316,31.2462177277
2022-02-01,21.2868747711,82.1845321655,165.8742523193,23.1245002747,92.7135543823,31.3823871613
2022-02-02,21.5757274628,82.8932266235,169.224822998,23.3169250488,94.8675003052,31.563949585
2022-02-03,21.7201557159,81.7558059692,166.6129608154,23.3503932953,97.174697876,31.545791626
2022-02-04,21.73620224,82.3332595825,169.1456604004,23.3503932953,97.574836731,31.8181304932
2022-02-07,21.3189697266,82.2457809448,170.6230926514,23.0659370422,97.6429519653,31.1917591095
2022-02-08,21.631893158,82.5082626343,177.2626342773,23.199798584,99.762840271,30.701543808
2022-02-09,22.0009841919,87.1105270386,173.815322876,23.7519760132,99.2094650269,31.2371425629
2022-02-10,22.2336711884,88.1779632568,170.0690307617,24.8228607178,101.2782669067,31.0192737579
2022-02-11,22.3219337463,86.22681427,169.9723052979,24.9650917053,104.1729049683,30.6561565399
2022-02-14,22.626832962,87.5305023193,170.7989501953,25.4587039948,103.5088424683,30.783246994
2022-02-15,22.3058834076,87.0492706299,170.4999542236,25.4503383636,101.0994873047,31.1282119751
2022-02-16,22.5465984344,87.7884902954,173.2349243164,25.6343975067,100.937713623,31.364233017
2022-02-17,22.6428794861,88.0022354126,172.0565032959,25.8100891113,102.1126098633,31.2916164398
2022-02-18,22.5867137909,87.0581817627,168.0639953613,25.5841960907,101.5251617432,30.8740253448
2022-02-21,22.6027641296,87.3609848022,167.7122344971,25.7264289856,102.3339614868,31.3097705841
2022-02-22,22.3781013489,85.5352172852,164.6958618164,25.3248443604,100.8866424561,31.9543037415
2022-02-23,22.1694831848,86.1141204834,164.0099334717,25.2077140808,102.0530166626,32.3900413513
2022-02-24,21.4072303772,84.3506851196,156.0072784424,24.5802383423,98.2048492432,32.3991165161
2022-02-25,20.9418563843,83.6114730835,158.311340332,24.1870231628,97.5152359009,32.4626579285
2022-02-28,20.8696422577,83.237411499,158.979675293,24.2121257782,100.605682373,32.2175636292
2022-03-01,21.0060443878,84.4486541748,160.9759674072,24.5718765259,100.3077163696,32.0450782776
2022-03-02,20.5486946106,84.3417739868,157.9331970215,24.2623195648,104.9391479492,31.99061203
2022-03-03,20.5486946106,84.1725692749,159.1731567383,24.3543510437,108.8468933105,31.3113288879
2022-03-04,20.2999610901,84.2527236938,158.5136108398,24.1702899933,107.7486419678,31.9538936615
2022-03-07,20.0592479706,84.2883453369,154.169342041,23.793806076,107.2548522949,31.7427635193
2022-03-08,19.9148254395,85.134437561,154.5122833252,23.8356380463,102.5978851318,32.8075866699
2022-03-09,20.1314601898,86.7553634644,157.0186004639,24.2455883026,102.0615310669,32.8626670837
2022-03-10,20.6770744324,88.8305130005,163.2096405029,25.0905857086,94.8482131958,32.8259429932
2022-03-11,20.7412643433,88.5098953247,160.3427734375,25.0487537384,95.7828979492,32.3853302002
2022-03-14,21.3269939423,90.8433074951,164.4496307373,25.4168720245,95.2855606079,32.6790771484
2022-03-15,21.4152545929,92.4286193848,163.7197113037,25.6343975067,91.538269043,32.6056365967
2022-03-16,21.8003902435,93.3014221191,166.5953826904,25.7264289856,91.6754684448,33.5970306396
2022-03-17,22.0892448425,94.5393981934,168.4949188232,26.0527095795,93.116065979,33.3491821289
2022-03-18,22.1293621063,94.6640777588,171.3090209961,26.1112766266,94.6166992188,33.1013336182
2022-03-21,22.1293621063,94.1386032104,171.4936828613,25.8519210815,94.7024459839,32.8993835449
2022-03-22,22.2015781403,94.4681472778,173.7537689209,26.1280078888,97.5322036743,32.963634491
2022-03-23,22.3700752258,95.6972045898,175.9259185791,26.5379581451,97.4807510376,33.1288719177
2022-03-24,22.2416954041,95.6081314087,172.8831481934,26.5965251923,99.4787368774,33.4317970276
2022-03-25,22.1534347534,94.3345489502,174.0088043213,26.4877624512,100.2161865234,33.2849235535
2022-03-28,22.2978630066,94.5304794312,175.9611053467,26.6969184875,101.5881881714,33.5235900879
2022-03-29,22.3620491028,94.7353210449,178.3706817627,26.8558769226,100.1904525757,33.8356933594
2022-03-30,22.3700752258,95.3587646484,182.1169586182,27.0817699432,100.2504806519,34.0468254089
2022-03-31,22.1454105377,94.200958252,178.7576446533,27.0650348663,102.1369934082,34.2028694153
2022-04-01,21.8084144592,93.0965881348,181.1583862305,27.0483055115,103.1917037964,34.1753349304
2022-04-04,21.7602729797,92.3751831055,181.2375335693,26.8307800293,103.4661178589,33.8815879822
2022-04-05,21.6960849762,92.9451828003,182.0905761719,26.9228096008,103.1059646606,34.0927200317
2022-04-06,21.9528446198,94.1475143433,180.4021148682,27.2407302856,101.9140319824,34.2671318054
